ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie. Reglement UE N 1169/2011 (kJ/100g);Eau (g/100g);Proteines (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG satures (g/100g);AG monoinsatures (g/100g);AG polyinsatures (g/100g);AG 4:0. butyrique (g/100g);AG 6:0. caproique (g/100g);AG 8:0. caprylique (g/100g);AG 10:0. caprique (g/100g);AG 12:0. laurique (g/100g);AG 14:0. myristique (g/100g);AG 16:0. palmitique (g/100g);AG 18:0. stearique (g/100g);AG 18:1 9c (n09). oleique (g/100g);AG 18:2 9c.12c (n06). linoleique (g/100g);AG 18:3 c9.c12.c15 (n03). alpha0linolenique (g/100g);AG 20:4 5c.8c.11c.14c (n06). arachidonique (g/100g);AG 20:5 5c.8c.11c.14c.17c (n03) EPA (g/100g);AG 22:6 4c.7c.10c.13c.16c.19c (n03) DHA (g/100g);Cholesterol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (g/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Selenium (g/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (g/100g);Beta0Carotene (g/100g);Vitamine D (g/100g);Vitamine E (mg/100g);Vitamine K1 (g/100g);Vitamine K2 (g/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothenique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (g/100g);Vitamine B12 (g/100g)
17;Pommes de terre et autres tubercules;4020;Pomme de terre dauphine. surgelee. crue;1190;49;4.62;25.6;17.7;1.96;0;2.34;0;2.1;0;1E-14;3.98;5.49;8.06;0.014;0.014;0.014;0.014;0.014;0.014;1.27;0.53;0;8.04;0.011;0.014;0.014;0.014;0;1.17;22.2;0;0.09;0.99;0;9.25;0.23;41.8;138;0;468;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4021;Pomme de terre dauphine. surgelee. cuite;1260;43.5;4.5;30.2;17.7;3.5;20.8;2;0;2.11;0;1E-14;3.39;4.45;9.09;0.01;0.01;0.01;0.01;0.01;0.04;2.35;0.66;4.45;8.14;0.02;0.01;0.01;0.01;51.7;1.32;120;524;0.06;0.8;20;14;0.18;210;180;20;527;0.38;21;5;0;6.6;0.8;0;0;0.08;0.071;0.31;0.75;0.11;15.1;0.39
17;Pommes de terre et autres tubercules;4022;Pomme de terre. flocons deshydrates. nature;1530;5.09;8.04;76.1;0.46;2.35;70.6;10.3;0;2.8;0;1E-14;0.15;0.01;0.19;0;0;0;0.002;0.012;0.003;0.083;0.049;0.006;0.16;0.034;0;0;0;0;0.55;48.5;0;0.27;2.26;0.5;70.7;0.45;223;1130;0.5;220;1.05;0;6;0;0.03;8.7;0;59;0.59;0.21;5.23;1.21;0.8;38;0
17;Pommes de terre et autres tubercules;4023;Pomme de terre nouvelle. crue;324;80.5;1.88;15.9;0.3;0.2;15.6;1.3;0;0.9;0;1E-14;0.058;0.014;0.17;0;0;0;0;0;0;0.048;0.009;0.009;0.072;0.096;0;0;0;0;0.058;10;0;0;0.6;0.9;0;0;54;367;0;23;0.5;0;0;0;0.06;0;0;22;0.12;0.03;2.4;0;0.44;25;0
17;Pommes de terre et autres tubercules;4025;Potatoes ou Wedges ou Quartiers de pommes de terre epices. surgelees. cuites;600;68.2;2.54;20.1;5.25;0.38;19.8;2.53;0;2.2;0;1E-14;1.63;1.92;1.47;0.01;0.01;0.0088;0.01;0.01;0.026;1.36;0.24;1.92;1.4;0.077;0.01;0.01;0.01;0.7;0.68;16;552;0.12;0.78;20;34;0.16;110;710;20;274;0.46;21;18;0;1.61;5.25;0;1.35;0.22;0.032;0.18;0.2;0.29;32.9;0
17;Pommes de terre et autres tubercules;4026;Pomme de terre. rotie/cuite au four;373;73.7;2.5;18.1;0.13;0.85;17.3;2.26;0;1.33;0;1E-14;0.035;0.003;0.058;0;0;0;0.001;0.004;0.001;0.022;0.005;0;0;0;0;0;0;0;0.025;15;0;0.12;1.08;0;28;0.22;70;535;0;10;0.36;0;6;0;0.04;2;0;9.6;0.064;0.048;1.41;0.38;0.31;28;0
17;Pommes de terre et autres tubercules;4027;Pomme de terre rissolee. surgelee. cuite;587;0;2.5;22;4.13;0.2;0;2.2;0;0.088;0;1E-14;2.18;0.58;0.074;0;0;0;0;0.0096;0.041;1.57;0.32;0.53;0.06;0.011;0;0;0;0;0.088;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4028;Pomme de terre de conservation. sans peau. bouillie/cuite a l'eau;322;79.7;1.81;15.7;0.5;0.2;13.5;1.9;0;0.94;0;1E-14;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;6.5;76.3;0.07;0.31;20;17;0.1;40;390;20;5;0.23;0;5;0;0.1;0.8;0;3.78;0.062;0.01;0.61;0.37;0.17;7.89;0.074
17;Pommes de terre et autres tubercules;4029;Pomme de terre primeur. sans peau. bouillie/cuite a l'eau;303;79.9;1.84;14.9;0.1;0;14.9;2.13;0;1.2;0;1E-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0.7;0;19.7;0;0;291;0;0;0.34;0;0;0;0;0;0;18.9;0;0;0;0;0.21;53.8;0
17;Pommes de terre et autres tubercules;4030;Frites de pommes de terre. surgelees. roties/cuites au four;896;51.1;3.75;32.6;6.6;0.4;30.6;4.2;0;1.72;0;1E-14;0.75;2.24;3.32;0.01;0.01;0.01;0.01;0.01;0.01;0.46;0.21;2.16;3.28;0.02;0.01;0.01;0.01;0.7;0.39;11;267;0.11;0.67;20;29;0.15;81;590;20;156;0.45;21;5;0;7.64;0.8;0;2.38;0.097;0.018;1.15;0.52;0.52;40.6;0
17;Pommes de terre et autres tubercules;4032;Frites de pommes de terre. surgelees. cuites en friteuse;1120;48.7;3.28;34.9;11.9;0.57;32.1;3.9;0;2.11;0;1E-14;3.24;4.99;1.87;0;0;0;0;0.0038;0.072;2.08;0.39;4.99;1.81;0.059;0;0;0;0;0.073;23.8;0.1;0.12;0.9;5;23.3;0.16;106;684;2.2;29;0.36;2;3;0;0.44;11.2;0;19;0.11;0.059;2.57;0.43;0.37;32.3;0.04
17;Pommes de terre et autres tubercules;4034;Pomme de terre duchesse. surgelee. cuite;913;51.5;3.44;29.5;8.5;0.4;27.8;4.8;0;2.17;0;1E-14;0.96;3.67;3.46;0.01;0.01;0.01;0.01;0.01;0.01;0.62;0.26;3.48;3.37;0.08;0.01;0.01;0.01;2.87;0.99;51;622;0.12;0.81;20;28;0.19;81;530;20;395;0.53;21;5;0;2.33;0.8;0;0.5;0.092;0.051;0.34;0.42;0.26;18.5;0
17;Pommes de terre et autres tubercules;4035;Pomme de terre noisette. surgelee. cuite;804;56.9;2.81;28.5;6.6;0.2;24.9;3.4;0;1.89;0;1E-14;0.94;2.32;2.77;0.01;0.01;0.02;0.01;0.01;0.03;0.64;0.24;2.32;2.65;0.12;0.01;0.01;0.01;0.7;0.87;27;592;0.09;0.61;20;22;0.14;59;420;20;347;0.39;21;5;0;1.29;0.89;0;0;0.18;0.033;0.66;0.46;0.17;12.4;0.07
17;Pommes de terre et autres tubercules;4036;Pomme de terre sautee/poelee a la graisse de canard;889;0;2.54;21.9;12.1;1.59;0;2.89;0;0.67;0;1E-14;3.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67;0;0;0;0;0;0;0;0;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4037;Chips de pommes de terre. a l'ancienne;2370;2;5.62;49.8;37.6;1.36;43.5;4.55;0;4.02;0;1E-14;3.51;27.2;2.49;0.01;0.01;0.01;0.01;0.01;0.01;1.35;1.03;26.7;2.44;0.05;0.01;0.01;0.01;0.72;1.77;21;1070;0.19;0.98;20;55;0.25;120;1100;20;698;0.6;21;5;0;15.3;4.56;0;5.07;0.31;0.02;4.74;0.83;0.35;27.3;0
17;Pommes de terre et autres tubercules;4038;Chips de pommes de terre et assimiles. allegees en matiere grasse;1950;1.3;6.48;59.6;21.4;2.12;54.9;4.99;0;3.83;0;1E-14;1.94;16.9;1.64;0.01;0.01;0.01;0.01;0.01;0.01;0.72;0.59;14;1.33;0.03;0.01;0.01;0.01;1.01;1.22;56;802;0.25;1.2;20;67;0.26;210;1300;20;486;0.87;0;9.62;0;3.32;2.56;0;0;0.32;0.029;2.56;1.57;0.43;254;0.049
17;Pommes de terre et autres tubercules;4039;Rostis ou Galette de pomme de terre;773;63.5;2.21;21.5;9.4;0.64;20.9;2.69;0;2.16;0;1E-14;2.4;3.64;2.95;0.01;0.01;0.01;0.01;0.02;0.06;0.89;0.29;3.64;2.77;0.18;0.01;0.01;0.01;15;1.05;31;704;0.1;0.65;20;24;0.15;79;480;20;423;0.43;21;5;0;2.71;0.8;0;0.63;0.069;0.045;2.3;0.46;0.18;17.8;0
17;Pommes de terre et autres tubercules;4042;Pomme de terre duchesse. surgelee. crue;745;65.7;2.8;23.2;7.72;0.73;0;2.13;0;1.7;0;1E-14;1.33;2.41;3.94;0;0;0;0;0;0;0;0;0;3.82;0.0042;0;0;0;0;0.93;0;0;0;0;0;0;0;0;0;0;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4043;Pomme de terre rissolee. surgelee. crue;569;69.1;2.32;20.9;4.2;0.42;0;2.41;0;1.14;0;1E-14;1.14;0.97;1.2;0.002;0.002;0.002;0.002;0.0024;0.011;0.51;0.076;0;1.19;0.0087;0.002;0.002;0.002;0;0.17;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4044;Frites de pommes de terre. surgelees. pour cuisson rotie/ au four;648;67.9;2.41;23.4;5.09;0.35;0;2.58;0;1.17;0;1E-14;1.56;1.4;1.92;0.005;0.005;0.005;0.005;0.005;0.005;0.42;0.15;0;1.91;0.0075;0.005;0.005;0.005;0;0.28;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4045;Frites de pommes de terre. surgelees. pour cuisson micro0ondes;1070;53.5;3.5;34;10.8;0.23;0;3.83;0;1.45;0;1E-14;1.74;3.32;4.26;0.0083;0.0083;0.0083;0.0083;0.0083;0.0076;0.61;0.32;0;4.2;0.013;0.0083;0.0083;0.0083;0;0.27;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4046;Frites de pommes de terre. surgelees. pour cuisson en friteuse;1020;0;3.12;29.1;12.1;0.48;0;3.39;0;0.14;0;1E-14;4.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;20;0;0;1.8;0;0;0;0;0;0;57.9;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;4101;Patate douce. crue;365;78.8;1.51;18.3;0.15;5.64;12.7;2.87;0;1.05;0;1E-14;0.064;0.0035;0.048;0;0;0;0;0;0;0.061;0.0034;0.0035;0.044;0.0035;0;0;0;0;0.098;37.5;0;0.15;0.76;0.2;20;0.26;47;373;0.6;39.3;0.25;0;8510;0;0.26;1.8;0;2.4;0.072;0.061;0.56;0.8;0.19;11;0
17;Pommes de terre et autres tubercules;4102;Patate douce. cuite;265;78;1.69;12.2;0.15;6.11;6.14;2.9;0;0.99;0;1E-14;0.042;0.002;0.077;0;0;0;0;0;0;0.04;0.002;0;0;0;0;0;0;0;0.079;32.5;0;0.13;0.71;3;22.5;0.38;43;353;0;31.5;0.26;0;10500;0;0.83;2.2;0;16.2;0.082;0.077;1.01;0.73;0.23;6;0
17;Pommes de terre et autres tubercules;4103;Patate douce. puree. cuisinee a la creme;334;0;1.1;12.1;2;7.5;0;4.5;0;0.56;0;1E-14;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;Pommes de terre et autres tubercules;20050;Topinambour. cuit;346;80.2;1.8;16;0.7;9.6;0.5;2.2;0;1.4;0;1E-14;0;0.004;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09;32.9;0;0.1;0.2;10;14.1;0.1;64;452;0;35.9;0.34;0;50;0;0.19;0.1;0;3.2;0.05;0.03;0.05;0.38;0.04;44.3;0
17;Pommes de terre et autres tubercules;20196;Topinambour. cru;257;80.1;1.94;11.5;0.31;9.6;0;2.1;0;1.87;0;1E-14;0.11;0.0062;0.13;0;0;0;0;0;0;0.11;0.0054;0.0062;0.099;0.026;0;0;0;0;0.0088;21;0;0.13;2;0.1;16.5;0.06;75.2;495;0.03;3.5;0.11;0;12;0;0.17;0.1;0;5;0.14;0.058;1.3;0.39;0.084;24.5;0
17;Pommes de terre et autres tubercules;53101;Banane plantain. cuite;529;67.3;0.79;28.9;0.18;14;0;2.3;0;0.58;0;1E-14;0.069;0.015;0.033;0;0;0;0;0.001;0.001;0.047;0.002;0;0;0;0;0;0;0;0.013;2;0;0.066;0.58;0;32;0;28;465;0;5;0.13;0;369;0;0.13;0.7;0;10.9;0.046;0.052;0.76;0.23;0.24;26;0
17;Pommes de terre et autres tubercules;53200;Taro. tubercule. cru;453;70.6;1.5;22.8;0.2;0.4;20.8;4.1;0;1.2;0;1E-14;0.041;0.016;0.083;0;0;0;0;0;0;0.035;0.006;0;0;0;0;0;0;0;0.028;43;0;0.17;0.55;0;33;0.38;84;591;0;11;0.23;0;35;0;2.38;1;0;4.5;0.095;0.025;0.6;0.3;0.28;22;0
17;Pommes de terre et autres tubercules;53201;Taro. tubercule. cru;555;63.8;0.52;29.5;0.11;0.49;0;5.1;0;0.97;0;1E-14;0.023;0.009;0.046;0;0;0;0;0;0;0.019;0.003;0;0;0;0;0;0;0;0.038;18;0;0.2;0.72;0;30;0.45;76;484;0;15;0.27;0;39;0;2.93;1.2;0;5;0.11;0.028;0.51;0.34;0.33;19;0
17;Pommes de terre et autres tubercules;53502;Igname. epluchee. crue;469;69.6;1.53;23.8;0.17;0.5;0;4.1;0;0.93;0;1E-14;0.037;0.006;0.076;0;0;0;0;0;0;0.033;0.0039;0;0;0;0;0;0;0;0.023;17;0;0.18;0.54;0;21;0.4;55;816;0;9;0.24;0;83;0;0.35;2.3;0;17.1;0.11;0.032;0.55;0.31;0.29;23;0
17;Pommes de terre et autres tubercules;53503;Igname. epluchee. bouillie/cuite a l'eau;463;70.1;1.49;23.6;0.14;0.49;0;3.9;0;0.76;0;1E-14;0.029;0.005;0.06;0;0;0;0;0;0;0.026;0.0029;0;0;0;0;0;0;0;0.02;14;0;0.15;0.52;0;18;0.37;49;670;0;8;0.2;0;73;0;0.34;2.3;0;12.1;0.095;0.028;0.55;0.31;0.23;16;0
17;Pommes de terre et autres tubercules;54031;Manioc. racine crue;664;59.7;1.31;36.3;0.29;1.7;30;1.8;0;0.61;0;1E-14;0.074;0.075;0.048;0;0;0;0;0.00099;0;0.068;0.005;0.074;0.031;0.017;0;0;0;0;0.035;16;0;0.1;0.27;0;21;0.38;27;271;0;14;0.34;0;8;0;0.19;1.9;0;20.6;0.087;0.048;0.85;0.11;0.088;27;0
17;Pommes de terre et autres tubercules;54034;Manioc. racine cuite;561;65.2;0.69;32;0.043;0;0;0.4;0;0.91;0;1E-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.1;0;0.018;0.6;0;0;0.038;40.5;0;0;0;0.35;0;0;0;0;0;0;13.1;0.023;0.018;0.47;0;0;0;0
17;Pommes de terre et autres tubercules;54500;Fruit a pain. cru;444;70.7;1.07;22.2;0.23;11;0;4.9;0;0.93;0;1E-14;0.048;0.034;0.066;0;0;0;0;0;0;0.031;0.017;0;0;0;0;0;0;0;0.005;17;0;0.084;0.54;0;25;0.06;30;490;0;2;0.12;0;0;0;0.1;0.5;0;29;0.11;0.03;0.9;0.46;0.1;14;0
18.1;Fruits crus;13000;Abricot. denoyaute. cru;205;86.1;1.14;8.53;0.35;7.84;0;1.8;0.68;0.73;0;1.4;0.024;0.15;0.068;0;0;0;0;0;0;0.021;0.0025;0.13;0.059;0;0;0;0;0.033;0.0025;16.1;0;0.082;0.19;0.35;9.94;0.071;22.5;229;10;1.11;0.14;0;1090;0;0.89;3.3;0;10;0.03;0.04;0.6;0.24;0.054;9;0
18.1;Fruits crus;13002;Ananas. pulpe. cru;230;85.5;0.52;11.3;0.24;10.1;0;1.42;0;0.31;0;0.72;0.009;0.013;0.04;0;0;0;0;0;0;0.005;0.003;0;0;0;0;0;0;0;0.0024;21.5;0;0.067;0.25;1.2;20.3;3.61;11;142;2.2;0.97;0.073;0;35;0;0.06;0.7;0;36.4;0.08;0.026;0.35;0.19;0.1;15.1;0
18.1;Fruits crus;13005;Banane. pulpe. crue;306;80.2;0.98;15.2;0.25;14.8;0.36;1.9;0;0.97;0;0.56;0.087;0.029;0.077;0;0;0;0;0.00016;0.0011;0.075;0.0099;0.019;0.036;0.033;0.00056;0;0;0.065;0.0038;4.12;0;0.082;0.26;1.45;34.9;0.37;24.7;360;10;1.11;0.15;0;26;0;0.33;0.4;0;2.07;0.035;0.049;0.68;0.3;0.38;29;0
18.1;Fruits crus;13007;Cassis. cru;267;80.7;1.32;7.8;0.86;7.8;0;5.8;0;0.88;0;2.63;0.14;0.071;0.46;0;0;0;0;0;0;0.12;0.014;0.071;0.3;0.15;0;0;0;0.01;0.0063;57.1;0;0.093;1.17;1.35;23;0.28;53.5;330;1.1;2.5;0.28;0;100;0;2.1;0;0;181;0.038;0.038;0.3;0.4;0.073;8.2;0
18.1;Fruits crus;13008;Cerise. denoyautee. crue;270;82.8;1.16;12.7;0.25;12.7;0;1.7;0;0.54;0;0.95;0.055;0.07;0.077;0;0;0;0;0;0.0015;0.04;0.013;0.07;0.039;0.038;0;0;0;0.01;0.005;15;0;0.088;0.17;0.25;11.2;0.056;24.5;200;10;2;0.054;0;38;0;0.14;2.1;0;8.5;0.026;0.032;0.18;0.23;0.047;6;0
18.1;Fruits crus;13009;Citron. pulpe. cru;166;89;0.84;3.1;0.7;2.85;0;1.2;0;0.3;0;4.88;0.15;0.039;0.32;0;0;0;0;0;0.0035;0.12;0.007;0.039;0.22;0.093;0;0;0;0;0.003;13.7;0;0.034;0.34;0.65;8.54;0.015;18.4;157;2.09;0.99;0.054;0;3;0;0.48;0;0;51;0.043;0.025;0.15;0.21;0.07;21.5;0
18.1;Fruits crus;13010;Coing. cru;0;83.5;0.48;13.4;0.1;6.3;0;1.9;0;0.4;0;0;0.0085;0.032;0.043;0;0;0;0;0;0;0.006;0.0015;0.027;0.036;0;0;0;0;0;0.01;11;0;0.13;0.7;0.4;8;0;17;197;0;4;0.04;0;0;0;0.55;0;0;15;0.02;0.03;0.2;0.081;0.04;3;0
18.1;Fruits crus;13012;Figue. crue;0;79.8;0.85;14.3;0.3;14.3;0;2.63;0;0.68;0;0;0.069;0.059;0.13;0;0;0;0;0;0.002;0.041;0.011;0.051;0.11;0;0;0;0;0;0.0038;39;0;0.07;0.37;1.5;17;0.13;22.5;232;1E-14;1;0.15;0;85;0;0.11;4.7;0;2;0.06;0.05;0.4;0.3;0.11;7.5;0
18.1;Fruits crus;13014;Fraise. crue;148;90.1;0.65;6.14;0.18;4.73;0.04;1.5;0;0.4;0;1.05;0.018;0.025;0.1;0;0;0;0;0;0.00096;0.014;0.0027;0.025;0.055;0.046;0;0;0;0.07;0.052;13.1;0;0.026;0.18;0.9;14.1;0.3;23.4;171;10;1.83;0.11;0;7;0;0.37;11.1;0;67.4;0.023;0.02;0.49;0.23;0.047;70.5;0
18.1;Fruits crus;13015;Framboise. crue;194;84.9;1.28;4.91;0.36;4.91;0;5.99;0;0.46;0;2.12;0.012;0.04;0.23;0;0;0;0;0;0;0.0095;0.0024;0;0;0;0;0;0;0.02;0.0025;25;0;0.09;0.69;0.5;22;0.67;29;151;1.3;1;0.42;0;12;0;0.53;7.8;0;26.2;0.032;0.038;0.6;0.33;0.055;21;0
18.1;Fruits crus;13016;Fruit de la passion ou maracudja. pulpe et pepins. cru;353;72.9;2.3;9.39;0.7;9.39;0;10.4;0;0.8;0;3.5;0.059;0.086;0.41;0;0;0;0;0;0;0.045;0.014;0;0;0;0;0;0;0;0.07;9.12;0;0.086;1.6;0.9;29;0;68.6;348;0;28;0.1;0;743;0;0.02;0.7;0;30;0;0.13;1.5;0;0.1;14;0
18.1;Fruits crus;13018;Grenade. pulpe et pepins. crue;321;80;1.29;14.2;0.74;13.7;0;2.3;0;0.57;0;0.97;0.12;0.093;0.079;0;0;0;0;0;0.006;0.07;0.038;0;0;0;0;0;0;0;0.0075;6.5;0;0.11;0.3;0.9;7.5;0.12;22;248;0;3;0.35;0;0;0;0.6;16.4;0;8.15;0.049;0.042;0.3;0.49;0.09;38;0
18.1;Fruits crus;13019;Groseille. crue;244;83.4;1.32;7.14;0.95;7.14;0;4.25;0;0.58;0;2.38;0.2;0.15;0.4;0;0;0;0;0;0;0.16;0.037;0.15;0.22;0.17;0;0;0;0.02;0.005;32.1;0;0.098;0.83;1.05;12;0.19;47.5;269;0;2;0.21;0;25;0;0.45;11;0;45;0.033;0.035;0.2;0.064;0.058;17;0
18.1;Fruits crus;13020;Groseille a maquereau. crue;168;87.9;0.8;4.83;0.59;0;0;4.03;0;0.47;0;1.4;0.058;0.059;0.31;0;0;0;0;0;0;0.045;0.011;0.059;0.17;0.12;0;0;0;0;0.0038;25.4;0;0.063;0.33;0.3;9;0.16;26.2;187;0.068;1.5;0.14;0;0;0;0.69;0;0;29;0.033;0.029;0.29;0.29;0.048;8.85;0
18.1;Fruits crus;13021;Kiwi. pulpe et graines. cru;246;83.6;1.2;8.44;0.95;7.89;0;3.5;0;0.83;0;1.49;0.1;0.047;0.29;0;0;0;0;0;0.00076;0.067;0.028;0.047;0.068;0.22;0;0;0;0.0033;0.0086;27.5;61;0.12;0.17;5;14.3;0.056;33.4;297;10;1.99;0.082;0;52;0;1.46;40.3;0;92.7;0.017;0.025;0.34;0.18;0.092;33.5;0
18.1;Fruits crus;13023;Litchi. pulpe. cru;0;81.8;0.76;15.2;0.42;15.2;0;1.3;0;0.42;0;0;0.099;0.12;0.13;0;0;0;0;0;0.002;0.07;0.024;0;0;0;0;0;0;0;0.0025;5;0;0.15;0.31;0.8;10;0.055;31;171;0;1;0.07;0;0;0;0.07;0.4;0;71.5;0.011;0.065;0.6;0;0.1;14;0
18.1;Fruits crus;13025;Mangue. pulpe. crue;270;83.2;0.62;13.5;0.31;11.3;0.3;1.71;0;0.31;0;0.34;0.073;0.11;0.058;0;0;0;0;0;0.011;0.059;0.0035;0.099;0.016;0.042;0;0;0;0;0.0045;12.5;0;0.11;0.2;0.91;9.5;0.045;14.8;137;0.6;5;0.085;0;640;0;1.01;4.2;0;32.1;0.043;0.048;0.63;0.18;0.13;57;0
18.1;Fruits crus;13026;Melon cantaloup (par ex.: Charentais. de Cavaillon) pulpe. cru;178;88.7;0.73;8.79;0.2;6.95;0.03;0.93;0;0.63;0;0.08;0.047;0.013;0.068;0;0;0;0;0;0.001;0.039;0.006;0.013;0.022;0.032;0;0;0;0.017;0.022;12.3;0;0.043;0.16;0.41;18.9;0.033;23.6;335;10;9;0.17;0;2020;0;0.05;2.5;0;28.8;0.038;0.022;0.7;0.14;0.068;23.3;0
18.1;Fruits crus;13028;Myrtille. crue;251;83.8;0.81;11;0.33;9.96;0.03;2.4;0.014;0.24;0;1.37;0.028;0.047;0.15;0;0;0;0;0;0;0.017;0.005;0;0;0;0;0;0;0.01;0.0025;6;0;0.057;0.28;0.5;6;0.34;12;77;1E-14;1;0.16;0;32;0;0.57;19.3;0;9.7;0.037;0.041;0.42;0.12;0.052;6;0
18.1;Fruits crus;13029;Mure (de ronce). crue;172;87.7;1.32;4.2;0.75;4.2;0;4.8;0;0.39;0;0.9;0.014;0.047;0.28;0;0;0;0;0;0;0.011;0.0028;0;0;0;0;0;0;0;0.0039;28;0;0.14;0.59;0.4;21.5;0.65;29.5;214;0.1;1.5;0.53;0;128;0;3.34;19.8;0;18;0.019;0.038;0.57;0.26;0.04;25;0
18.1;Fruits crus;13030;Nectarine ou brugnon. pulpe et peau. crue;0;86.8;1.16;8.9;0.31;8.05;0.07;1.81;0.08;0.49;0;0;0.025;0.088;0.11;0;0;0;0;0;0;0.023;0.002;0;0;0;0;0;0;0;0.0027;3.38;0;0.078;0.28;0.85;8.31;0.061;26.7;201;2.2;1.09;0.091;0;150;0;0.77;2.2;0;5.4;0.034;0.027;1.13;0.19;0.025;5;0
18.1;Fruits crus;13034;Orange. pulpe. crue;196;87;1.06;8.04;0.28;8.04;0;2.08;0;0.43;0;1.13;0.067;0.075;0.13;0;0;0;0;0;0;0.051;0.015;0.075;0.093;0.037;0;0;0;0.13;0.0031;29.7;0;0.035;0.089;0.65;12.4;0.029;18.1;151;10;1.25;0.066;0;71;0;0.37;0.1;0;57;0.087;0.036;0.29;0.22;0.071;38.1;0
18.1;Fruits crus;13035;Papaye. pulpe. crue;0;87.8;0.58;9.9;0.28;7.46;0;1.9;0;0.45;0;0;0.087;0.077;0.062;0;0;0;0;0;0.014;0.064;0.004;0.038;0.012;0.05;0;0;0;0;0.013;22.3;0;0.031;0.48;0.8;21.5;0.026;10.2;190;0;6;0.077;0;274;0;0.3;2.6;0;61.4;0.025;0.03;0.35;0.2;0.029;47.5;0
18.1;Fruits crus;13036;Pasteque. pulpe. crue;147;90.9;0.62;7.33;0.13;6.7;0;0.43;0;0.28;0;0.3;0.02;0.025;0.041;0;0;0;0;0;0;0.014;0.005;0.011;0.013;0.019;0;0;0;0;0.0073;1.28;0;0.028;0.27;0.13;12.6;0.031;15.4;129;2.97;0.29;0.016;0;303;0;0.05;0.1;0;9.7;0.027;0.021;0.18;0.26;0.045;3;0
18.1;Fruits crus;13037;Poire. pulpe et peau. crue;0;83.5;0.49;10.9;0.27;9.15;0;2.9;1.75;0.39;0;0;0.067;0.057;0.12;0;0;0;0;0;0.00022;0.048;0.0093;0.017;0.1;0.015;0;0;0;0;0.0045;6.46;61;0.071;0.072;0.7;8.23;0.03;15.4;132;10;1.8;0.097;0;14;0;0.41;4.4;0;4.62;0.015;0.021;0.23;0.06;0.022;11.5;0
18.1;Fruits crus;13039;Pomme. pulpe et peau. crue;0;85.4;0.25;11.6;0.25;10.1;0.05;1.4;0;0.56;0;0.46;0.052;0.01;0.15;0;0;0;0;0;0.0008;0.031;0.011;0.01;0.062;0.0067;0;0;0;0;0.0037;5.34;61;0.041;0.099;0.2;6.47;0.036;14.4;119;10;1.5;0.031;0;21.4;0;0.37;2.39;0;6.25;0.016;0.019;0.091;0.079;0.048;6;0
